	Word	PoS	FrSp		LL	FrWr
	builders	NoC	11	+	0.6	10
	squeeze	Verb	11	+	16.8	7
	begins	Verb	11	-	229.3	35
	boxing	NoC	11	-	2.6	12
	carpets	NoC	11	+	0.5	10
	Holland	NoP	11	-	21.0	16
	requires	Verb	11	-	563.0	58
	assess	Verb	11	-	144.4	29
	wars	NoC	11	-	48.7	20
	cloud	NoC	11	-	70.4	22
	tyres	NoC	11	+	8.5	8
	superb	Adj	11	-	71.2	22
	concentration	NoC	10	-	335.1	42
	pensioner	NoC	10	+	30.8	6
	owt	Pron	10	+	303.2	1
	Brussels	NoP	10	-	17.8	16
	servants	NoC	10	-	190.2	32
	harvest	NoC	10	+	0.6	10
	appraisal	NoC	10	-	0.1	11
	bay	NoC	10	-	250.3	37
	blue	NoC	10	-	3.8	13
	fraud	NoC	10	-	43.0	19
	carriage	NoC	10	-	61.5	21
	pray	Verb	10	-	12.9	15
	grab	Verb	10	+	5.9	8
	correlation	NoC	10	-	10.5	14
	black	NoC	10	-	4.5	13
	nuts	NoC	10	+	3.2	9
	assist	Verb	10	-	126.8	27
	cheapest	Adj	10	+	41.6	5
	farms	NoC	10	-	43.6	19
	old fashioned	Adj	10	+	153.7	2
	drinking	NoC	10	-	17.8	15
	logical	Adj	10	-	100.0	25
	taxes	NoC	10	-	165.6	30
	fortunately	Adv	10	-	29.4	17
	connection	NoC	10	-	269.0	38
	strict	Adj	10	-	70.9	22
	Hugh	NoP	10	-	70.2	22
	peas	NoC	10	+	26.7	6
	drawings	NoC	10	-	99.9	25
	depression	NoC	10	-	92.2	24
	tendency	NoC	10	-	183.4	32
	behalf	NoC	10	-	8.5	14
	heavily	Adv	10	-	362.1	44
	cancelled	Verb	10	-	1.8	12
	measured	Verb	10	-	189.1	32
	Hill	NoP	10	-	9.1	14
	buttons	NoC	10	+	2.0	9
	honey	NoC	10	-	0.2	11
	landed	Verb	10	-	43.0	19
	amazed	Adj	10	+	3.0	9
	redundant	Adj	10	-	3.1	12
	Anna	NoP	10	-	161.6	30
	thirds	Num	10	+	43.0	5
	categories	NoC	10	-	245.9	36
	burden	NoC	10	-	137.0	28
	continued	Verb	10	-	1587.9	117
	E. / e.	Lett	10	+	205.7	1
	seed	NoC	10	-	23.2	16
	recycling	NoC	10	+	10.9	7
	influence	Verb	10	-	127.1	27
	relates	Verb	10	-	15.5	15
	nursing	NoC	10	-	7.2	13
	adopt	Verb	10	-	122.9	26
	defend	Verb	10	-	72.5	22
	lid	NoC	10	-	0.3	11
	spelt	Verb	10	+	69.4	4
	step	Verb	10	-	27.3	17
	directed	Verb	10	-	256.4	37
	salvation	NoC	10	-	1.1	11
	tutor	NoC	10	-	0.3	11
	recognized	Verb	10	-	192.5	32
	lies	NoC	10	-	4.6	13
	united	Verb	10	-	4.3	13
	actions	NoC	10	-	493.4	53
	alteration	NoC	10	+	17.5	6
	limits	NoC	10	-	192.3	32
	replacement	NoC	10	-	143.3	28
	singer	NoC	10	-	9.4	14
	Kath	NoP	10	+	185.2	1
	Kingdom	NoP-	10	-	419.0	48
	plays	NoC	10	-	2.3	12
	Commons	NoP	10	-	237.5	35
	accused	Verb	10	-	325.6	42
	grace	NoC	10	-	22.1	16
	sympathy	NoC	10	-	82.1	23
	retire	Verb	10	-	0.6	11
	criminal	Adj	10	-	427.8	48
	Thames	NoP	10	-	49.3	19
	ham	NoC	10	+	9.1	7
	autumn	NoC	10	-	340.8	43
	saving	NoC	10	+	0.0	10
	drew	Verb	10	-	457.8	50
	driven	Verb	10	-	195.1	32
	Spencers	NoP	10	+	338.0	0
	storage	NoC	10	-	192.1	32
	rush	Verb	10	+	4.6	8
	S. / s.	Lett	10	+	480.4	0
	at present	Adv	10	-	184.6	31
	in addition to	Prep	10	-	265.4	37
	Suffolk	NoP	10	-	2.3	12
	dependent	Adj	10	-	310.0	40
	spider	NoC	10	+	19.0	6
	expand	Verb	10	-	42.6	19
	express	NoC	10	-	0.3	11
	concentrating	Verb	10	-	2.4	12
	offence	NoC	10	-	307.5	40
	speaks	Verb	10	-	15.4	15
	Pauline	NoP	10	+	20.8	6
	Iraq	NoP	10	-	222.5	34
	advertised	Verb	10	+	14.5	7
	powder	NoC	10	-	7.6	13
	flexible	Adj	10	-	113.9	26
	closing	Verb	10	-	14.7	15
	Lake	NoC	10	-	339.7	42
	investigation	NoC	10	-	551.1	56
	crossing	NoC	10	+	0.0	10
	Marie	NoP	10	-	47.1	19
	Debbie	NoP	10	+	35.2	5
	yum	Int	10	+	373.8	0
	Italian	Adj	10	-	360.4	44
	contained	Verb	10	-	506.8	53
	secret	Adj	10	-	290.0	39
	lamp	NoC	10	-	11.1	14
	blown	Verb	10	-	3.1	12
	guild	NoC	10	+	9.2	7
	dispute	NoC	10	-	199.0	32
	banana	NoC	10	+	39.6	5
	ends	Verb	10	-	20.9	16
	voucher	NoC	10	+	77.3	3
	sizes	NoC	10	-	40.8	18
	commit	Verb	10	-	12.6	14
	forwards	Adv	10	-	10.4	14
	considering	Verb	10	-	140.4	28
	editor	NoC	10	-	341.9	42
	nationally	Adv	10	+	2.7	8
	sixpence	NoC	10	+	142.3	2
	victim	NoC	10	-	347.0	43
	Kyle	NoP	10	+	128.2	2
	Tommy	NoP	10	-	2.3	12
	demonstrate	Verb	10	-	116.6	26
	fives	Num	10	+	221.2	1
	O. / o.	Lett	10	+	475.9	0
	Russian	Adj	10	-	571.8	57
	cheek	NoC	10	-	58.7	20
	kicking	Verb	10	+	2.7	8
	lock	Verb	10	+	19.2	6
	desire	NoC	10	-	540.1	55
	quoted	Verb	10	-	120.4	26
	embarrassing	Adj	10	-	0.2	11
	raising	Verb	10	-	128.7	27
	gravy	NoC	10	+	151.2	2
	pond	NoC	10	-	38.3	18
	assumption	NoC	10	-	213.7	33
	operating	NoC	10	-	208.3	33
	defendant	NoC	10	-	247.2	36
	clothing	NoC	10	-	83.8	23
	cows	NoC	10	-	4.1	12
	save	Prep	10	+	100.5	3
	independence	NoC	10	-	435.1	49
	appeal	Verb	10	-	55.2	20
	sometime	Adv	10	+	30.5	5
	chair	Verb	10	+	173.6	2
	pump	NoC	10	-	0.1	10
	issue	Verb	10	-	31.3	17
	Mansfield	NoP	10	+	82.9	3
	extended	Verb	10	-	354.3	43
	apologies	NoC	10	+	39.2	5
	reputation	NoC	10	-	315.4	40
	nineties	Num	10	+	51.1	4
	structural	Adj	10	-	162.5	29
	chapel	NoC	10	-	68.3	21
	pet	NoC	10	-	10.9	14
	affecting	Verb	10	-	40.1	18
	painful	Adj	10	-	61.3	20
	entered	Verb	10	-	702.6	65
	fan	NoC	10	-	19.5	15
	visual	Adj	10	-	265.9	37
	visits	NoC	10	-	166.2	30
	miserable	Adj	10	-	3.9	12
	reserves	NoC	10	-	68.1	21
	sorting	Verb	10	+	20.3	6
	constituency	NoC	10	-	56.6	20
	weekly	Adj	10	-	103.2	24
	prayer	NoC	10	-	80.4	22
	counting	Verb	10	+	2.6	8
	comma	NoC	10	+	213.0	1
	taste	Verb	10	+	13.0	7
	pressed	Verb	10	-	189.4	31
	taxation	NoC	10	-	131.2	27
	novel	NoC	10	-	210.7	33
	accounting	NoC	10	-	129.3	27
	collar	NoC	10	-	14.1	14
	plug	NoC	10	+	39.8	5
	muck	NoC	10	+	103.8	3
	disability	NoC	10	-	21.8	16
	traditionally	Adv	10	-	77.8	22
	absence	NoC	10	-	672.2	63
	consultant	NoC	10	-	31.9	17
	lazy	Adj	10	+	4.1	8
	deserve	Verb	10	-	8.8	13
	noted	Verb	10	-	730.7	67
	assumed	Verb	10	-	389.1	45
	tended	Verb	10	-	166.2	29
	comprehensive	Adj	10	-	286.3	38
	noisy	Adj	10	-	0.1	10
	federal	Adj	10	-	335.3	42
	delays	NoC	10	-	0.6	11
	moments	NoC	10	-	238.2	35
	associations	NoC	10	-	75.5	22
	supermarket	NoC	10	-	0.6	11
	affects	Verb	10	-	15.1	14
	federation	NoC	10	-	90.9	23
	ahead of	Prep	10	-	149.1	28
	provisions	NoC	10	-	387.7	45
	purchase	NoC	10	-	214.8	33
	curve	NoC	10	-	133.1	27
	killing	Verb	10	-	72.1	21
	spiritual	Adj	10	-	114.8	25
	continuing	Adj	10	-	262.9	36
	recovery	NoC	10	-	335.5	41
	consequence	NoC	10	-	273.8	37
	buyer	NoC	10	-	164.7	29
	discover	Verb	10	-	247.4	35
	land	Verb	10	-	8.4	13
	cutting	NoC	10	-	0.5	11
	script	NoC	10	-	6.4	13
	accommodate	Verb	10	-	15.4	14
	tackle	Verb	10	-	28.0	16
	determined	Verb	10	-	737.1	67
	climate	NoC	10	-	179.6	30
	messages	NoC	10	-	71.4	21
	Kent	NoP	10	-	152.3	28
	constraints	NoC	10	-	66.4	20
	gifts	NoC	10	-	42.8	18
	quantity	NoC	10	-	120.5	25
	dioxide	NoC	10	-	16.9	15
	soil	NoC	10	-	385.7	45
	locations	NoC	10	-	21.9	15
	force	Verb	10	-	92.0	23
	Japan	NoP	10	-	822.3	72
	considerations	NoC	10	-	118.7	25
	castle	NoC	10	-	495.2	52
	lists	NoC	10	-	95.0	23
	illegal	Adj	10	-	130.0	26
	pointing	Verb	10	-	97.7	23
	girlfriend	NoC	10	-	4.2	12
	achievement	NoC	10	-	228.3	34
	wishes	NoC	10	-	21.0	15
	then	Adj	10	-	5.9	12
	cleaning	NoC	10	-	5.5	12
	guests	NoC	10	-	267.9	37
	involving	Verb	10	-	411.9	46
	tray	NoC	10	-	19.4	15
	deals	Verb	10	-	9.4	13
	artist	NoC	10	-	379.0	44
	convenient	Adj	10	-	76.8	21
	at last	Adv	10	-	442.7	48
	trend	NoC	10	-	156.4	28
	hoped	Verb	10	-	561.6	56
	given that	Conj	10	-	6.6	12
	altered	Verb	10	-	36.6	17
	tent	NoC	10	-	4.1	12
	arrested	Verb	10	-	283.0	37
	arise	Verb	10	-	257.1	36
	blocked	Verb	10	-	10.8	13
	Germans	NoC	10	-	137.4	27
	explaining	Verb	10	-	56.2	19
	wives	NoC	10	-	68.0	20
	pupil	NoC	10	-	115.1	25
	agreements	NoC	10	-	168.9	29
	cuts	Verb	10	-	4.0	12
	Israel	NoP	10	-	247.3	35
	applying	Verb	10	-	72.7	21
	victims	NoC	10	-	200.3	32
	final	NoC	10	-	178.6	30
	geography	NoC	10	-	37.6	17
	practices	NoC	10	-	455.1	49
	grandfather	NoC	10	-	28.2	16
	occupation	NoC	10	-	108.6	24
	confirmed	Verb	10	-	516.0	53
	dramatically	Adv	10	-	29.1	16
	pan	NoC	10	-	6.7	12
	submitted	Verb	10	-	99.8	23
	cast	Verb	10	-	207.2	32
	fired	Verb	10	-	73.7	21
	lowest	Adj	10	-	48.0	18
	oak	NoC	10	-	35.8	17
	toes	NoC	10	-	0.7	10
	detective	NoC	10	-	50.0	18
	damp	Adj	10	-	52.5	19
	breast	NoC	10	-	41.6	18
	destroyed	Verb	10	-	235.0	34
	Taylor	NoP	10	-	313.0	39
